Date,Home,Away,Nutral Site
11/24/2011,Indiana State Sycamores,Texas Tech Red Raiders,"at Orlando, FL"
11/24/2011,Central Florida Knights,College of Charleston Cougars,"at Paradise Island, Bahamas"
11/24/2011,Saint Louis Billikens,Boston College Eagles,"at Anaheim, CA"
11/24/2011,DePaul Blue Demons,Minnesota Golden Gophers,"at Orlando, FL"
11/24/2011,California-Riverside Highlanders,Villanova Wildcats,"at Anaheim, CA"
11/24/2011,Massachusetts Minutemen,Florida State Seminoles,"at Paradise Island, Bahamas"
11/24/2011,Wake Forest Demon Deacons,Dayton Flyers,"at Orlando, FL"
11/24/2011,Connecticut Huskies,North Carolina-Asheville Bulldogs,"at Paradise Island, Bahamas"
11/24/2011,Santa Clara Broncos,New Mexico Lobos,"at Anaheim, CA"
11/24/2011,Arizona State Sun Devils,Fairfield Stags,"at Orlando, FL"
11/24/2011,Utah Utes,Harvard Crimson,"at Paradise Island, Bahamas"
11/24/2011,New Mexico State Aggies,Central Michigan Chippewas,"at Anchorage, AK"
11/24/2011,Washington State Cougars,Oklahoma Sooners,"at Anaheim, CA"
11/25/2011,Southern Mississippi,California-Irvine Anteaters,"at Anchorage, AK"
11/25/2011,Indiana State Sycamores,Minnesota Golden Gophers,"at Orlando, FL"
11/25/2011,Northwestern Wildcats,Stony Brook Seawolves,
11/25/2011,Connecticut Huskies,Central Florida Knights,"at Paradise Island, Bahamas"
11/25/2011,Rider Broncs,James Madison Dukes,"at Philadelphia, PA"
11/25/2011,Virginia Tech Hokies,Oklahoma State Cowboys,"at New York, NY"
11/25/2011,Villanova Wildcats,Saint Louis Billikens,"at Anaheim, CA"
11/25/2011,Texas Tech Red Raiders,DePaul Blue Demons,"at Orlando, FL"
11/25/2011,Mississippi Rebels,Miami-Florida Hurricanes,
11/25/2011,Harvard Crimson,Florida State Seminoles,"at Paradise Island, Bahamas"
11/25/2011,La Salle Explorers,Robert Morris Colonials,
11/25/2011,Stanford Cardinal,Syracuse Orange,"at New York, NY"
11/25/2011,Fairfield Stags,Dayton Flyers,"at Orlando, FL"
